"id","timestamp","type_url","site","kafka_timestamp","kafka_cluster","kafka_topic","kafka_partition","kafka_offset","browser_resolution","page","repository_public","actor_login","client_id","referrer","user_agent","repository_id","app","title","ip_region_code","repository_nwo","ip_country_code","ip_city","browser_vendor","browser_timestamp","actor_id","ip_longitude","user_login","browser","browser_timezone_offset","screen_resolution","os_version","pixel_ratio","ip","user_id","actor_valid","browser_category","context","ip_latitude","os","browser_version","browser_language","browser_languages"
"496d3f17-8f86-4ddb-8d1b-5719282d1ea3","2025-01-28 02:02:14.2310","hydro-schemas.github.net/hydro.schemas.analytics.v0.PageView","va3-iad","2025-01-28 02:02:14.2330","yukon","cp1-iad.ingest.analytics.v0.PageView","5","11,547,267,588","1329x854","https://github.blog/jp/","","","783400554.1738029462","https://github.blog/jp/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","","github-blog","GitHubブログ - 製品アップデートや開発に関するアイディアやインスピレーションなど、エンジニアの皆さんに役立つ情報を発信します。","27","","JP","Osaka","Google","2025-01-28T02:02:13.0000000Z","","135.5005","","Chrome","9","1920x1080","10.15.7","1","134.238.4.83","","","pc","{""tz_seconds"":""32400"",""event_id"":""e4af0464-dd1b-11ef-8d75-c21c6617021c"",""server"":""collector-94c7778f9-rnxcm""}","34.693","Mac OSX","132.0.0.0","",""
"f59e4af5-cdb2-4eff-af96-c30d6d31e1c4","2025-01-29 06:55:19.7810","hydro-schemas.github.net/hydro.schemas.analytics.v0.PageView","ac4-iad","2025-01-29 06:55:19.7840","yukon","cp1-iad.ingest.analytics.v0.PageView","6","11,557,480,212","1468x911","https://github.blog/jp/","","","24594755.1738133714","https://github.blog/jp/2019-06-28-japanese-help-document/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","","github-blog","GitHubブログ - 製品アップデートや開発に関するアイディアやインスピレーションなど、エンジニアの皆さんに役立つ情報を発信します。","29","","JP","Kudara","Google","2025-01-29T06:55:19.0000000Z","","135.7344","","Chrome","9","1920x1080","NT 10.0","1","219.122.187.46","","","pc","{""tz_seconds"":""32400"",""event_id"":""00e6c534-de0e-11ef-9c46-5f42546bf9d8"",""server"":""collector-7cfc8dfbf6-n6dmx""}","34.5378","Windows 10","132.0.0.0","",""
"3c8ac5ba-d31c-4d31-b991-d50ccdb56e7f","2025-01-29 14:54:02.8130","hydro-schemas.github.net/hydro.schemas.analytics.v0.PageView","va3-iad","2025-01-29 14:54:02.8160","yukon","cp1-iad.ingest.analytics.v0.PageView","6","11,561,381,529","744x1133","https://github.blog/jp/","","","2082765536.1738162442","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1","","github-blog","GitHubブログ - 製品アップデートや開発に関するアイディアやインスピレーションなど、エンジニアの皆さんに役立つ情報を発信します。","13","","JP","Tokyo","Apple","2025-01-29T14:54:02.0000000Z","","139.6805","","Safari","9","744x1133","10.15.7","2","138.64.80.240","","","pc","{""tz_seconds"":""32400"",""event_id"":""e129a214-de50-11ef-9e41-fc64d1f81e72"",""server"":""collector-5db7d5fc4-8kqxp""}","35.6837","Mac OSX","18.3","",""
"b21e4462-28da-4b78-a0e1-90934c15673d","2025-01-30 15:26:33.0380","hydro-schemas.github.net/hydro.schemas.analytics.v0.PageView","ac4-iad","2025-01-30 15:26:33.0480","yukon","cp1-iad.ingest.analytics.v0.PageView","1","11,571,850,081","1225x885","https://github.blog/jp/","","","1184126090.1737993471","","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0","","github-blog","GitHubブログ - 製品アップデートや開発に関するアイディアやインスピレーションなど、エンジニアの皆さんに役立つ情報を発信します。","13","","JP","Yanokuchi","Mozilla","2025-01-30T15:26:30.0000000Z","","139.5191","","Firefox","9","1920x1080","NT 10.0","1","106.72.202.225","","","pc","{""tz_seconds"":""32400"",""event_id"":""960028f2-df1e-11ef-95fe-2ec515af6845"",""server"":""collector-64f7bd6cd9-ljxrk""}","35.6499","Windows 10","134.0","",""
"7493745a-339c-448d-ac1c-56149387ed02","2025-02-04 00:05:50.2390","hydro-schemas.github.net/hydro.schemas.analytics.v0.PageView","ac4-iad","2025-02-04 00:05:50.2400","yukon","cp1-iad.ingest.analytics.v0.PageView","13","9,877,315,923","1912x954","https://github.blog/jp/","","","309121489.1715067066","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0","","github-blog","GitHubブログ - 製品アップデートや開発に関するアイディアやインスピレーションなど、エンジニアの皆さんに役立つ情報を発信します。","13","","JP","Tokyo","Microsoft","2025-02-04T00:05:49.0000000Z","","139.6899","","Edge","9","1920x1080","NT 10.0","1","147.161.198.195","","","pc","{""tz_seconds"":""32400"",""event_id"":""cacab0dc-e28b-11ef-8485-c2da28ed6a7c"",""server"":""collector-6b58c5684b-djljg""}","35.6893","Windows 10","132.0.0.0","",""
"c37c72bf-f0a3-4a71-8df7-8056a152c66a","2025-02-04 00:17:02.8600","hydro-schemas.github.net/hydro.schemas.analytics.v0.PageView","ac4-iad","2025-02-04 00:17:02.8640","yukon","cp1-iad.ingest.analytics.v0.PageView","12","9,876,990,519","1920x911","https://github.blog/jp/","","","476279105.1727871641","https://github.co.jp/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","","github-blog","GitHubブログ - 製品アップデートや開発に関するアイディアやインスピレーションなど、エンジニアの皆さんに役立つ情報を発信します。","13","","JP","Tokyo","Google","2025-02-04T00:17:02.0000000Z","","139.6899","","Chrome","9","1920x1080","NT 10.0","1","136.226.239.94","","","pc","{""tz_seconds"":""32400"",""event_id"":""5bb4814e-e28d-11ef-8b53-be485622c099"",""server"":""collector-6b58c5684b-kkvqm""}","35.6893","Windows 10","132.0.0.0","",""
"29864e1d-5b0a-46d2-88ed-855616562208","2025-02-04 00:19:10.4550","hydro-schemas.github.net/hydro.schemas.analytics.v0.PageView","ash1-iad","2025-02-04 00:19:10.4580","yukon","cp1-iad.ingest.analytics.v0.PageView","15","9,876,710,380","1920x911","https://github.blog/jp/","","","476279105.1727871641","https://github.blog/jp/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","","github-blog","GitHubブログ - 製品アップデートや開発に関するアイディアやインスピレーションなど、エンジニアの皆さんに役立つ情報を発信します。","13","","JP","Tokyo","Google","2025-02-04T00:19:10.0000000Z","","139.6899","","Chrome","9","1920x1080","NT 10.0","1","167.103.43.18","","","pc","{""tz_seconds"":""32400"",""event_id"":""a7c21092-e28d-11ef-8833-fb7bb3c6cdfe"",""server"":""collector-6b58c5684b-88btn""}","35.6893","Windows 10","132.0.0.0","",""
"848e54cf-52f7-487b-994a-b51883b7b594","2025-02-04 06:42:33.4020","hydro-schemas.github.net/hydro.schemas.analytics.v0.PageView","ash1-iad","2025-02-04 06:42:33.4050","yukon","cp1-iad.ingest.analytics.v0.PageView","10","9,877,486,828","1800x966","https://github.blog/jp/","","","1319859121.1727403373","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","","github-blog","GitHubブログ - 製品アップデートや開発に関するアイディアやインスピレーションなど、エンジニアの皆さんに役立つ情報を発信します。","13","","JP","Tokyo","Google","2025-02-04T06:42:32.0000000Z","","139.6805","","Chrome","9","1800x1169","10.15.7","2","203.167.56.5","","","pc","{""tz_seconds"":""32400"",""event_id"":""36952c5c-e2c3-11ef-9a0f-85087b2d9576"",""server"":""collector-6b58c5684b-f8wxg""}","35.6837","Mac OSX","132.0.0.0","",""
"71285c21-7da9-4dbd-b172-ad7cb6845278","2025-02-04 06:42:42.9740","hydro-schemas.github.net/hydro.schemas.analytics.v0.PageView","ash1-iad","2025-02-04 06:42:42.9760","yukon","cp1-iad.ingest.analytics.v0.PageView","12","9,878,812,129","1800x966","https://github.blog/jp/","","","1319859121.1727403373","https://github.blog/jp/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","","github-blog","GitHubブログ - 製品アップデートや開発に関するアイディアやインスピレーションなど、エンジニアの皆さんに役立つ情報を発信します。","13","","JP","Tokyo","Google","2025-02-04T06:42:42.0000000Z","","139.6805","","Chrome","9","1800x1169","10.15.7","2","203.167.56.5","","","pc","{""tz_seconds"":""32400"",""event_id"":""3c49be38-e2c3-11ef-8d74-be28b8a7ef0c"",""server"":""collector-6b58c5684b-pmdqr""}","35.6837","Mac OSX","132.0.0.0","",""
"db480408-6218-4fcb-adba-8bdbd287d41e","2025-02-04 06:42:44.3010","hydro-schemas.github.net/hydro.schemas.analytics.v0.PageView","ash1-iad","2025-02-04 06:42:44.3030","yukon","cp1-iad.ingest.analytics.v0.PageView","15","9,878,522,709","1800x966","https://github.blog/jp/","","","1319859121.1727403373","https://github.blog/jp/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","","github-blog","GitHubブログ - 製品アップデートや開発に関するアイディアやインスピレーションなど、エンジニアの皆さんに役立つ情報を発信します。","13","","JP","Tokyo","Google","2025-02-04T06:42:44.0000000Z","","139.6805","","Chrome","9","1800x1169","10.15.7","2","203.167.56.5","","","pc","{""tz_seconds"":""32400"",""event_id"":""3d1429de-e2c3-11ef-88c0-44a82086918f"",""server"":""collector-6b58c5684b-wc6dh""}","35.6837","Mac OSX","132.0.0.0","",""
"020cec06-641a-4d36-85d7-713a9c51934c","2025-02-04 07:02:20.2850","hydro-schemas.github.net/hydro.schemas.analytics.v0.PageView","ac4-iad","2025-02-04 07:02:20.3180","yukon","cp1-iad.ingest.analytics.v0.PageView","8","9,877,311,283","1640x975","https://github.blog/jp/","","","1013467640.1730370722","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","","github-blog","GitHubブログ - 製品アップデートや開発に関するアイディアやインスピレーションなど、エンジニアの皆さんに役立つ情報を発信します。","13","","JP","Tokyo","Google","2025-02-04T07:02:19.0000000Z","","139.6805","","Chrome","9","3008x1692","10.15.7","2","202.213.234.1","","","pc","{""tz_seconds"":""32400"",""event_id"":""fa0521b8-e2c5-11ef-8976-eda081621fde"",""server"":""collector-6b58c5684b-kkvqm""}","35.6837","Mac OSX","132.0.0.0","",""
"132a3dbd-7dea-4916-9b76-41ad48b3a56c","2025-02-04 07:49:31.3860","hydro-schemas.github.net/hydro.schemas.analytics.v0.PageView","ash1-iad","2025-02-04 07:49:31.3890","yukon","cp1-iad.ingest.analytics.v0.PageView","7","11,604,736,054","1920x919","https://github.blog/jp/","","","1432425974.1738655371","https://www.google.com/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","","github-blog","GitHubブログ - 製品アップデートや開発に関するアイディアやインスピレーションなど、エンジニアの皆さんに役立つ情報を発信します。","13","","JP","Tokyo","Google","2025-02-04T07:49:30.0000000Z","","139.6805","","Chrome","9","1920x1080","NT 10.0","1","211.125.140.92","","","pc","{""tz_seconds"":""32400"",""event_id"":""917cc7fc-e2cc-11ef-9eed-434e921f9ad4"",""server"":""collector-6b58c5684b-dtk6g""}","35.6837","Windows 10","132.0.0.0","",""
"179fae69-75b9-4469-a184-b2326c6702d8","2025-02-04 23:56:40.2590","hydro-schemas.github.net/hydro.schemas.analytics.v0.PageView","va3-iad","2025-02-04 23:56:40.2620","yukon","cp1-iad.ingest.analytics.v0.PageView","1","11,613,261,984","1842x959","https://github.blog/jp/","","","851148020.1728949786","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","","github-blog","GitHubブログ - 製品アップデートや開発に関するアイディアやインスピレーションなど、エンジニアの皆さんに役立つ情報を発信します。","13","","JP","Tokyo","Google","2025-02-04T23:56:30.0000000Z","","139.6899","","Chrome","9","1920x1080","NT 10.0","1","165.85.181.215","","","pc","{""tz_seconds"":""32400"",""event_id"":""ad643c3e-e353-11ef-8a29-d1c3f812a0ae"",""server"":""collector-5dd9b7c85b-rfskb""}","35.6893","Windows 10","132.0.0.0","",""
"d3390b1a-4198-4ace-9103-7ea5144338be","2025-02-05 00:20:24.9300","hydro-schemas.github.net/hydro.schemas.analytics.v0.PageView","ac4-iad","2025-02-05 00:20:24.9320","yukon","cp1-iad.ingest.analytics.v0.PageView","13","9,887,601,136","1912x952","https://github.blog/jp/","","","309121489.1715067066","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0","","github-blog","GitHubブログ - 製品アップデートや開発に関するアイディアやインスピレーションなど、エンジニアの皆さんに役立つ情報を発信します。","13","","JP","Tokyo","Microsoft","2025-02-05T00:20:23.0000000Z","","139.6899","","Edge","9","1920x1080","NT 10.0","1","147.161.198.195","","","pc","{""tz_seconds"":""32400"",""event_id"":""fe8fbdec-e356-11ef-810d-d1b353a87c5f"",""server"":""collector-5dd9b7c85b-6bbm6""}","35.6893","Windows 10","132.0.0.0","",""
"6bfe39b6-f3df-4532-a60d-ffa96e5fbe65","2025-02-07 01:11:08.6790","hydro-schemas.github.net/hydro.schemas.analytics.v0.PageView","ac4-iad","2025-02-07 01:11:08.6820","yukon","cp1-iad.ingest.analytics.v0.PageView","6","11,633,619,455","2048x1035","https://github.blog/jp/","","","2011217416.1738890666","https://github.blog/jp/2025-02-07-github-copilot-the-agent-awakens/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","","github-blog","GitHubブログ - 製品アップデートや開発に関するアイディアやインスピレーションなど、エンジニアの皆さんに役立つ情報を発信します。","28","","JP","","Google","2025-02-07T01:11:08.0000000Z","","135.1816","","Chrome","9","2560x1440","10.15.7","1.25","126.219.70.198","","","pc","{""tz_seconds"":""32400"",""event_id"":""699a6d7c-e4f0-11ef-816f-62b293cec8a6"",""server"":""collector-64ffd6d565-5dp9n""}","34.6922","Mac OSX","132.0.0.0","",""
"ed82f6b8-d1b7-4da8-ad34-d76463c31d75","2025-02-08 16:25:05.3990","hydro-schemas.github.net/hydro.schemas.analytics.v0.PageView","ash1-iad","2025-02-08 16:25:05.4010","yukon","cp1-iad.ingest.analytics.v0.PageView","2","11,648,626,819","440x716","https://github.blog/jp/","","","534957010.1739031905","","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1","","github-blog","GitHubブログ - 製品アップデートや開発に関するアイディアやインスピレーションなど、エンジニアの皆さんに役立つ情報を発信します。","13","","JP","Tokyo","Apple","2025-02-08T16:25:04.0000000Z","","139.6899","","Safari","9","440x956","18.3","3","104.28.99.212","","","smartphone","{""tz_seconds"":""32400"",""event_id"":""413f952e-e639-11ef-86b7-6a6e77ce40e0"",""server"":""collector-8484d7d657-cps6b""}","35.6893","iPhone","18.3","",""
"20ebfebf-51d8-4f18-8452-b2f582f29f48","2025-02-20 02:16:06.9670","hydro-schemas.github.net/hydro.schemas.analytics.v0.PageView","va3-iad","2025-02-20 02:16:06.9700","yukon","cp1-iad.ingest.analytics.v0.PageView","12","10,019,566,493","1528x746","https://github.blog/jp/","","","351156045.1733728038","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0","","github-blog","GitHubブログ - 製品アップデートや開発に関するアイディアやインスピレーションなど、エンジニアの皆さんに役立つ情報を発信します。","14","","JP","Isogo","Microsoft","2025-02-20T02:16:06.0000000Z","","139.624","","Edge","9","1536x864","NT 10.0","1.25","118.238.242.202","","","pc","{""tz_seconds"":""32400"",""event_id"":""a488d276-ef30-11ef-972a-1cdfebcd2b4e"",""server"":""collector-6d486d8c49-d4hq9""}","35.4244","Windows 10","133.0.0.0","",""
"720a73af-6168-4a77-8faf-9a36aecacf10","2025-02-20 07:47:05.4030","hydro-schemas.github.net/hydro.schemas.analytics.v0.PageView","va3-iad","2025-02-20 07:47:05.4060","yukon","cp1-iad.ingest.analytics.v0.PageView","13","10,021,918,491","1920x1031","https://github.blog/jp/","","","306741566.1740037625","https://www.google.com/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36","","github-blog","GitHubブログ - 製品アップデートや開発に関するアイディアやインスピレーションなど、エンジニアの皆さんに役立つ情報を発信します。","13","","JP","Kitamachi","Google","2025-02-20T07:47:04.0000000Z","","139.7203","","Chrome","9","1920x1200","NT 10.0","1","124.35.160.45","","","pc","{""tz_seconds"":""32400"",""event_id"":""e115a754-ef5e-11ef-81c0-9be277e3543a"",""server"":""collector-767d4474c8-jwtn4""}","35.6879","Windows 10","133.0.0.0","",""
